Mod:Item:MetaData, Localized Name
gregtech:cable:2018, 4x Copper wire
gregtech:cable:3018, 8x Copper wire
gregtech:cable:4018, 16x Copper wire
gregtech:cable:5018, 1x Copper cable
gregtech:cable:6018, 2x Copper cable
gregtech:cable:7018, 4x Copper cable
gregtech:cable:8018, 8x Copper cable
gregtech:cable:9018, 16x Copper cable
gregtech:cable:109, 1x Cupronickel wire
gregtech:cable:1109, 2x Cupronickel wire
gregtech:cable:2109, 4x Cupronickel wire
gregtech:cable:3109, 8x Cupronickel wire
gregtech:cable:4109, 16x Cupronickel wire
gregtech:cable:5109, 1x Cupronickel cable
gregtech:cable:6109, 2x Cupronickel cable
gregtech:cable:7109, 4x Cupronickel cable
gregtech:cable:8109, 8x Cupronickel cable
gregtech:cable:9109, 16x Cupronickel cable
gregtech:cable:312, 1x Duranium wire
gregtech:cable:1312, 2x Duranium wire
gregtech:cable:2312, 4x Duranium wire
gregtech:cable:3312, 8x Duranium wire
gregtech:cable:4312, 16x Duranium wire
gregtech:cable:5312, 1x Duranium cable
gregtech:cable:6312, 2x Duranium cable
gregtech:cable:7312, 4x Duranium cable
gregtech:cable:8312, 8x Duranium cable
gregtech:cable:9312, 16x Duranium cable
gregtech:cable:112, 1x Electrum wire
gregtech:cable:1112, 2x Electrum wire
gregtech:cable:2112, 4x Electrum wire
gregtech:cable:3112, 8x Electrum wire
gregtech:cable:4112, 16x Electrum wire
gregtech:cable:5112, 1x Electrum cable
gregtech:cable:6112, 2x Electrum cable
gregtech:cable:7112, 4x Electrum cable
gregtech:cable:8112, 8x Electrum cable
gregtech:cable:9112, 16x Electrum cable
gregtech:cable:26, 1x Gold wire
gregtech:cable:1026, 2x Gold wire
gregtech:cable:2026, 4x Gold wire
gregtech:cable:3026, 8x Gold wire
gregtech:cable:4026, 16x Gold wire
gregtech:cable:5026, 1x Gold cable
gregtech:cable:6026, 2x Gold cable
gregtech:cable:7026, 4x Gold cable
gregtech:cable:8026, 8x Gold cable
gregtech:cable:9026, 16x Gold cable
gregtech:cable:205, 1x Graphene wire
gregtech:cable:1205, 2x Graphene wire
gregtech:cable:2205, 4x Graphene wire
gregtech:cable:3205, 8x Graphene wire
gregtech:cable:4205, 16x Graphene wire
gregtech:cable:5205, 1x Graphene cable
gregtech:cable:6205, 2x Graphene cable
gregtech:cable:7205, 4x Graphene cable
gregtech:cable:8205, 8x Graphene cable
gregtech:cable:9205, 16x Graphene cable
gregtech:cable:302, 1x HSS-G wire
gregtech:cable:1302, 2x HSS-G wire
gregtech:cable:2302, 4x HSS-G wire
gregtech:cable:3302, 8x HSS-G wire
gregtech:cable:4302, 16x HSS-G wire
gregtech:cable:5302, 1x HSS-G cable
gregtech:cable:6302, 2x HSS-G cable
gregtech:cable:7302, 4x HSS-G cable
gregtech:cable:8302, 8x HSS-G cable
gregtech:cable:9302, 16x HSS-G cable
gregtech:cable:33, 1x Iron wire
gregtech:cable:1033, 2x Iron wire
gregtech:cable:2033, 4x Iron wire
gregtech:cable:3033, 8x Iron wire
gregtech:cable:4033, 16x Iron wire
gregtech:cable:5033, 1x Iron cable
gregtech:cable:6033, 2x Iron cable
gregtech:cable:7033, 4x Iron cable
gregtech:cable:8033, 8x Iron cable
gregtech:cable:9033, 16x Iron cable
gregtech:cable:127, 1x Kanthal wire
gregtech:cable:1127, 2x Kanthal wire
gregtech:cable:2127, 4x Kanthal wire
gregtech:cable:3127, 8x Kanthal wire
gregtech:cable:4127, 16x Kanthal wire
gregtech:cable:5127, 1x Kanthal cable
gregtech:cable:6127, 2x Kanthal cable
gregtech:cable:7127, 4x Kanthal cable
gregtech:cable:8127, 8x Kanthal cable
gregtech:cable:9127, 16x Kanthal cable
gregtech:cable:35, 1x Lead wire
gregtech:cable:1035, 2x Lead wire
gregtech:cable:2035, 4x Lead wire
gregtech:cable:3035, 8x Lead wire
gregtech:cable:4035, 16x Lead wire
gregtech:cable:5035, 1x Lead cable
gregtech:cable:6035, 2x Lead cable
gregtech:cable:7035, 4x Lead cable
gregtech:cable:8035, 8x Lead cable
gregtech:cable:9035, 16x Lead cable
gregtech:cable:307, 1x Naquadah wire
gregtech:cable:1307, 2x Naquadah wire
gregtech:cable:2307, 4x Naquadah wire
gregtech:cable:3307, 8x Naquadah wire
gregtech:cable:4307, 16x Naquadah wire
gregtech:cable:5307, 1x Naquadah cable
gregtech:cable:6307, 2x Naquadah cable
gregtech:cable:7307, 4x Naquadah cable
gregtech:cable:8307, 8x Naquadah cable
gregtech:cable:9307, 16x Naquadah cable
gregtech:cable:308, 1x Naquadah Alloy wire
gregtech:cable:1308, 2x Naquadah Alloy wire
gregtech:cable:2308, 4x Naquadah Alloy wire
gregtech:cable:3308, 8x Naquadah Alloy wire
gregtech:cable:4308, 16x Naquadah Alloy wire
gregtech:cable:5308, 1x Naquadah Alloy cable
gregtech:cable:6308, 2x Naquadah Alloy cable
gregtech:cable:7308, 4x Naquadah Alloy cable
gregtech:cable:8308, 8x Naquadah Alloy cable
gregtech:cable:9308, 16x Naquadah Alloy cable
gregtech:cable:133, 1x Nichrome wire
gregtech:cable:1133, 2x Nichrome wire
gregtech:cable:2133, 4x Nichrome wire
gregtech:cable:3133, 8x Nichrome wire
gregtech:cable:4133, 16x Nichrome wire
gregtech:cable:5133, 1x Nichrome cable
gregtech:cable:6133, 2x Nichrome cable
gregtech:cable:7133, 4x Nichrome cable
gregtech:cable:8133, 8x Nichrome cable
gregtech:cable:9133, 16x Nichrome cable
gregtech:cable:44, 1x Nickel wire
gregtech:cable:1044, 2x Nickel wire
gregtech:cable:2044, 4x Nickel wire
gregtech:cable:3044, 8x Nickel wire
gregtech:cable:4044, 16x Nickel wire
gregtech:cable:5044, 1x Nickel cable
gregtech:cable:6044, 2x Nickel cable
gregtech:cable:7044, 4x Nickel cable
gregtech:cable:8044, 8x Nickel cable
gregtech:cable:9044, 16x Nickel cable
gregtech:cable:135, 1x Niobium-Titanium wire
gregtech:cable:1135, 2x Niobium-Titanium wire
gregtech:cable:2135, 4x Niobium-Titanium wire
gregtech:cable:3135, 8x Niobium-Titanium wire
gregtech:cable:4135, 16x Niobium-Titanium wire
gregtech:cable:5135, 1x Niobium-Titanium cable
gregtech:cable:6135, 2x Niobium-Titanium cable
gregtech:cable:7135, 4x Niobium-Titanium cable
gregtech:cable:8135, 8x Niobium-Titanium cable
gregtech:cable:9135, 16x Niobium-Titanium cable
gregtech:cable:47, 1x Osmium wire
gregtech:cable:1047, 2x Osmium wire
gregtech:cable:2047, 4x Osmium wire
gregtech:cable:3047, 8x Osmium wire
gregtech:cable:4047, 16x Osmium wire
gregtech:cable:5047, 1x Osmium cable
gregtech:cable:6047, 2x Osmium cable
gregtech:cable:7047, 4x Osmium cable
gregtech:cable:8047, 8x Osmium cable
gregtech:cable:9047, 16x Osmium cable
gregtech:cable:49, 1x Palladium wire
gregtech:cable:1049, 2x Palladium wire
gregtech:cable:2049, 4x Palladium wire
gregtech:cable:3049, 8x Palladium wire
gregtech:cable:4049, 16x Palladium wire
gregtech:cable:5049, 1x Palladium cable
gregtech:cable:6049, 2x Palladium cable
gregtech:cable:7049, 4x Palladium cable
gregtech:cable:8049, 8x Palladium cable
gregtech:cable:9049, 16x Palladium cable
gregtech:cable:51, 1x Platinum wire
gregtech:cable:1051, 2x Platinum wire
gregtech:cable:2051, 4x Platinum wire
gregtech:cable:3051, 8x Platinum wire
gregtech:cable:4051, 16x Platinum wire
gregtech:cable:5051, 1x Platinum cable
gregtech:cable:6051, 2x Platinum cable
gregtech:cable:7051, 4x Platinum cable
gregtech:cable:8051, 8x Platinum cable
gregtech:cable:9051, 16x Platinum cable
gregtech:cable:237, 1x Red Alloy wire
gregtech:cable:1237, 2x Red Alloy wire
gregtech:cable:2237, 4x Red Alloy wire
gregtech:cable:3237, 8x Red Alloy wire
gregtech:cable:4237, 16x Red Alloy wire
gregtech:cable:5237, 1x Red Alloy cable
gregtech:cable:6237, 2x Red Alloy cable
gregtech:cable:7237, 4x Red Alloy cable
gregtech:cable:8237, 8x Red Alloy cable
gregtech:cable:9237, 16x Red Alloy cable
gregtech:cable:62, 1x Silver wire
gregtech:cable:1062, 2x Silver wire
gregtech:cable:2062, 4x Silver wire
gregtech:cable:3062, 8x Silver wire
gregtech:cable:4062, 16x Silver wire
gregtech:cable:5062, 1x Silver cable
gregtech:cable:6062, 2x Silver cable
gregtech:cable:7062, 4x Silver cable
gregtech:cable:8062, 8x Silver cable
gregtech:cable:9062, 16x Silver cable
gregtech:cable:180, 1x Soldering Alloy wire
gregtech:cable:1180, 2x Soldering Alloy wire
gregtech:cable:2180, 4x Soldering Alloy wire
gregtech:cable:3180, 8x Soldering Alloy wire
gregtech:cable:4180, 16x Soldering Alloy wire
gregtech:cable:5180, 1x Soldering Alloy cable
gregtech:cable:6180, 2x Soldering Alloy cable
gregtech:cable:7180, 4x Soldering Alloy cable
gregtech:cable:8180, 8x Soldering Alloy cable
gregtech:cable:9180, 16x Soldering Alloy cable
gregtech:cable:184, 1x Steel wire
gregtech:cable:1184, 2x Steel wire
gregtech:cable:2184, 4x Steel wire
gregtech:cable:3184, 8x Steel wire
gregtech:cable:4184, 16x Steel wire
gregtech:cable:5184, 1x Steel cable
gregtech:cable:6184, 2x Steel cable
gregtech:cable:7184, 4x Steel cable
gregtech:cable:8184, 8x Steel cable
gregtech:cable:9184, 16x Steel cable
gregtech:cable:354, 1x Superconductor wire
gregtech:cable:1354, 2x Superconductor wire
gregtech:cable:2354, 4x Superconductor wire
gregtech:cable:3354, 8x Superconductor wire
gregtech:cable:4354, 16x Superconductor wire
gregtech:cable:5354, 1x Superconductor cable
gregtech:cable:6354, 2x Superconductor cable
gregtech:cable:7354, 4x Superconductor cable
gregtech:cable:8354, 8x Superconductor cable
gregtech:cable:9354, 16x Superconductor cable
gregtech:cable:71, 1x Tin wire
gregtech:cable:1071, 2x Tin wire
gregtech:cable:2071, 4x Tin wire
gregtech:cable:3071, 8x Tin wire
gregtech:cable:4071, 16x Tin wire
gregtech:cable:5071, 1x Tin cable
gregtech:cable:6071, 2x Tin cable
gregtech:cable:7071, 4x Tin cable
gregtech:cable:8071, 8x Tin cable
gregtech:cable:9071, 16x Tin cable
gregtech:cable:72, 1x Titanium wire
gregtech:cable:1072, 2x Titanium wire
gregtech:cable:2072, 4x Titanium wire
gregtech:cable:3072, 8x Titanium wire
gregtech:cable:4072, 16x Titanium wire
gregtech:cable:5072, 1x Titanium cable
gregtech:cable:6072, 2x Titanium cable
gregtech:cable:7072, 4x Titanium cable
gregtech:cable:8072, 8x Titanium cable
gregtech:cable:9072, 16x Titanium cable
gregtech:cable:74, 1x Tungsten wire
gregtech:cable:1074, 2x Tungsten wire
gregtech:cable:2074, 4x Tungsten wire
gregtech:cable:3074, 8x Tungsten wire
gregtech:cable:4074, 16x Tungsten wire
gregtech:cable:5074, 1x Tungsten cable
gregtech:cable:6074, 2x Tungsten cable
gregtech:cable:7074, 4x Tungsten cable
gregtech:cable:8074, 8x Tungsten cable
gregtech:cable:9074, 16x Tungsten cable
gregtech:cable:235, 1x Tungstensteel wire
gregtech:cable:1235, 2x Tungstensteel wire
gregtech:cable:2235, 4x Tungstensteel wire
gregtech:cable:3235, 8x Tungstensteel wire
gregtech:cable:4235, 16x Tungstensteel wire
gregtech:cable:5235, 1x Tungstensteel cable
gregtech:cable:6235, 2x Tungstensteel cable
gregtech:cable:7235, 4x Tungstensteel cable
gregtech:cable:8235, 8x Tungstensteel cable
gregtech:cable:9235, 16x Tungstensteel cable
gregtech:cable:195, 1x Vanadium-Gallium wire
gregtech:cable:1195, 2x Vanadium-Gallium wire
gregtech:cable:2195, 4x Vanadium-Gallium wire
gregtech:cable:3195, 8x Vanadium-Gallium wire
gregtech:cable:4195, 16x Vanadium-Gallium wire
gregtech:cable:5195, 1x Vanadium-Gallium cable
gregtech:cable:6195, 2x Vanadium-Gallium cable
gregtech:cable:7195, 4x Vanadium-Gallium cable
gregtech:cable:8195, 8x Vanadium-Gallium cable
gregtech:cable:9195, 16x Vanadium-Gallium cable
gregtech:cable:200, 1x Yttrium Barium Cuprate wire
gregtech:cable:1200, 2x Yttrium Barium Cuprate wire
gregtech:cable:2200, 4x Yttrium Barium Cuprate wire
gregtech:cable:3200, 8x Yttrium Barium Cuprate wire
gregtech:cable:4200, 16x Yttrium Barium Cuprate wire
gregtech:cable:5200, 1x Yttrium Barium Cuprate cable
gregtech:cable:6200, 2x Yttrium Barium Cuprate cable
gregtech:cable:7200, 4x Yttrium Barium Cuprate cable
gregtech:cable:8200, 8x Yttrium Barium Cuprate cable
gregtech:cable:9200, 16x Yttrium Barium Cuprate cable
gregtech:cable:79, 1x Zinc wire
gregtech:cable:1079, 2x Zinc wire
gregtech:cable:2079, 4x Zinc wire
gregtech:cable:3079, 8x Zinc wire
gregtech:cable:4079, 16x Zinc wire
gregtech:cable:5079, 1x Zinc cable
gregtech:cable:6079, 2x Zinc cable
gregtech:cable:7079, 4x Zinc cable
gregtech:cable:8079, 8x Zinc cable
gregtech:cable:9079, 16x Zinc cable
gregtech:fluid_pipe:95, Tiny Bronze Pipe
gregtech:fluid_pipe:1095, Small Bronze Pipe
gregtech:fluid_pipe:2095, Medium Bronze Pipe
gregtech:fluid_pipe:3095, Large Bronze Pipe
gregtech:fluid_pipe:18, Tiny Copper Pipe
gregtech:fluid_pipe:1018, Small Copper Pipe
gregtech:fluid_pipe:2018, Medium Copper Pipe
gregtech:fluid_pipe:3018, Large Copper Pipe
gregtech:fluid_pipe:141, Tiny Polyethylene Pipe
gregtech:fluid_pipe:1141, Small Polyethylene Pipe
gregtech:fluid_pipe:2141, Medium Polyethylene Pipe
gregtech:fluid_pipe:3141, Large Polyethylene Pipe
gregtech:fluid_pipe:145, Tiny Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:1145, Small Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:2145, Medium Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:3145, Large Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:183, Tiny Stainless Steel Pipe
gregtech:fluid_pipe:1183, Small Stainless Steel Pipe
gregtech:fluid_pipe:2183, Medium Stainless Steel Pipe
gregtech:fluid_pipe:3183, Large Stainless Steel Pipe
gregtech:fluid_pipe:184, Tiny Steel Pipe
gregtech:fluid_pipe:1184, Small Steel Pipe
gregtech:fluid_pipe:2184, Medium Steel Pipe
gregtech:fluid_pipe:3184, Large Steel Pipe
gregtech:fluid_pipe:72, Tiny Titanium Pipe
gregtech:fluid_pipe:1072, Small Titanium Pipe
gregtech:fluid_pipe:2072, Medium Titanium Pipe
gregtech:fluid_pipe:3072, Large Titanium Pipe
gregtech:fluid_pipe:235, Tiny Tungstensteel Pipe
gregtech:fluid_pipe:1235, Small Tungstensteel Pipe
gregtech:fluid_pipe:2235, Medium Tungstensteel Pipe
gregtech:fluid_pipe:3235, Large Tungstensteel Pipe
gregtech:fluid_pipe:192, Tiny Ultimet Pipe
gregtech:fluid_pipe:1192, Small Ultimet Pipe
gregtech:fluid_pipe:2192, Medium Ultimet Pipe
gregtech:fluid_pipe:3192, Large Ultimet Pipe
gregtech:fluid_pipe:196, Tiny Wood Pipe
gregtech:fluid_pipe:1196, Small Wood Pipe
gregtech:fluid_pipe:2196, Medium Wood Pipe
gregtech:fluid_pipe:3196, Large Wood Pipe
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Firebricks
gregtech:metal_casing:2, Heat Proof Machine Casing
gregtech:metal_casing:3, Frost Proof Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:compressed_10:0, Block of Flint
gregtech:compressed_10:1, Block of Diatomite
gregtech:compressed_10:2, Block of Niter
gregtech:compressed_10:3, Block of Tantalite
gregtech:compressed_10:4, Block of Hydrated Coal
gregtech:compressed_10:5, Block of Apatite
gregtech:compressed_10:6, Block of Sterling Silver
gregtech:compressed_10:7, Block of Rose Gold
gregtech:compressed_10:8, Block of Black Bronze
gregtech:compressed_10:9, Block of Bismuth Bronze
gregtech:compressed_10:10, Block of Black Steel
gregtech:compressed_10:11, Block of Red Steel
gregtech:compressed_10:12, Block of Blue Steel
gregtech:compressed_10:13, Block of Damascus Steel
gregtech:compressed_10:14, Block of Tungstensteel
gregtech:compressed_10:15, Block of Red Alloy
gregtech:compressed_17:0, Block of Meat
gregtech:compressed_17:1, Block of Polyvinyl Chloride
gregtech:compressed_17:2, Block of Neutronium
gregtech:compressed_11:0, Block of Cobalt Brass
gregtech:compressed_11:1, Block of Phosphor
gregtech:compressed_11:2, Block of Basalt
gregtech:compressed_11:3, Block of Andesite
gregtech:compressed_11:4, Block of Diorite
gregtech:compressed_11:5, Block of Red Garnet
gregtech:compressed_11:6, Block of Yellow Garnet
gregtech:compressed_11:7, Block of Sugar
gregtech:compressed_11:8, Block of Vinteum
gregtech:compressed_11:9, Block of Redrock
gregtech:compressed_11:10, Block of Potassium Feldspar
gregtech:compressed_11:11, Block of Biotite
gregtech:compressed_11:12, Block of Black Granite
gregtech:compressed_11:13, Block of Chrysotile
gregtech:compressed_11:14, Block of Realgar
gregtech:compressed_11:15, Block of Vanadium Magnetite
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_2:0, Block of Darmstadtium
gregtech:compressed_2:1, Block of Nickel
gregtech:compressed_2:2, Block of Niobium
gregtech:compressed_2:3, Block of Osmium
gregtech:compressed_2:4, Block of Palladium
gregtech:compressed_2:5, Block of Phosphorus
gregtech:compressed_2:6, Block of Platinum
gregtech:compressed_2:7, Block of Plutonium 244
gregtech:compressed_2:8, Block of Plutonium 241
gregtech:compressed_2:9, Block of Potassium
gregtech:compressed_2:10, Block of Praseodymium
gregtech:compressed_2:11, Block of Promethium
gregtech:compressed_2:12, Block of Rubidium
gregtech:compressed_2:13, Block of Samarium
gregtech:compressed_2:14, Block of Scandium
gregtech:compressed_2:15, Block of Silicon
gregtech:compressed_16:0, Block of Polydimethylsiloxane
gregtech:compressed_16:1, Block of Polystyrene
gregtech:compressed_16:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_16:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_16:4, Block of Potash
gregtech:compressed_16:5, Block of Soda Ash
gregtech:compressed_16:6, Block of Gallium Arsenide
gregtech:compressed_16:7, Block of Polyphenylene Sulfide
gregtech:compressed_16:8, Block of Indium Gallium Phosphide
gregtech:compressed_16:9, Block of Platinum Group Sludge
gregtech:compressed_16:10, Block of Ferrite Mixture
gregtech:compressed_16:11, Block of Nickel Zinc Ferrite
gregtech:compressed_16:12, Block of Magnesia
gregtech:compressed_16:13, Block of Phosphorous Pentoxide
gregtech:compressed_16:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_16:15, Block of Lignite Coke
gregtech:compressed_15:0, Block of Nether Star
gregtech:compressed_15:1, Block of Cocoa
gregtech:compressed_15:2, Block of Ytterbium
gregtech:compressed_15:3, Block of Fireclay
gregtech:compressed_15:4, Block of Coal Coke
gregtech:compressed_15:5, Block of Tenorite
gregtech:compressed_15:6, Block of Cuprite
gregtech:compressed_15:7, Block of Bornite
gregtech:compressed_15:8, Block of Chalcocite
gregtech:compressed_15:9, Block of Enargite
gregtech:compressed_15:10, Block of Tennantite
gregtech:compressed_15:11, Block of Borosilicate Glass
gregtech:compressed_15:12, Block of Sodium Hydroxide
gregtech:compressed_15:13, Block of Quicklime
gregtech:compressed_15:14, Block of Sodium Bisulfate
gregtech:compressed_15:15, Block of Silicone Rubber
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:compressed_4:0, Block of Zinc
gregtech:compressed_4:1, Block of Almandine
gregtech:compressed_4:2, Block of Andradite
gregtech:compressed_4:3, Block of Annealed Copper
gregtech:compressed_4:4, Block of Asbestos
gregtech:compressed_4:5, Block of Ashes
gregtech:compressed_4:6, Block of Banded Iron
gregtech:compressed_4:7, Block of Battery Alloy
gregtech:compressed_4:8, Block of Blue Topaz
gregtech:compressed_4:9, Block of Brass
gregtech:compressed_4:10, Block of Bronze
gregtech:compressed_4:11, Block of Brown Limonite
gregtech:compressed_4:12, Block of Calcite
gregtech:compressed_4:13, Block of Cassiterite
gregtech:compressed_4:14, Block of Cassiterite Sand
gregtech:compressed_4:15, Block of Chalcopyrite
gregtech:compressed_1:0, Block of Dysprosium
gregtech:compressed_1:1, Block of Erbium
gregtech:compressed_1:2, Block of Europium
gregtech:compressed_1:3, Block of Gadolinium
gregtech:compressed_1:4, Block of Gallium
gregtech:compressed_1:5, Block of Holmium
gregtech:compressed_1:6, Block of Indium
gregtech:compressed_1:7, Block of Iridium
gregtech:compressed_1:8, Block of Lanthanum
gregtech:compressed_1:9, Block of Lead
gregtech:compressed_1:10, Block of Lithium
gregtech:compressed_1:11, Block of Lutetium
gregtech:compressed_1:12, Block of Magnesium
gregtech:compressed_1:13, Block of Manganese
gregtech:compressed_1:14, Block of Molybdenum
gregtech:compressed_1:15, Block of Neodymium
gregtech:compressed_14:0, Block of Magnetic Neodymium
gregtech:compressed_14:1, Block of Tungstencarbide
gregtech:compressed_14:2, Block of Vanadiumsteel
